200
2625425,235197,9000430,12903592,750075,7
750678,94456,3375619,2077036,375074,2
750247,94074,5250423,3768819,375077,8
2626573,329491,7502680,35493839,750390,28
3375532,423350,10875524,31275799,1125082,11
753173,50907,3375403,1443788,375074,7
1128188,97916,5250410,3706837,750075,5
3336,324,6531,35337,1015,49
3008700787,230412479,8820753477,24727314303,1323572293,134694789
954,183,1846,24609,289,27
144,15,296,2221,58,1
132092884,51330921,398510000,926266919,44404987,375010
1125208,104604,3375398,2351861,375074,3
1125226,141050,5250557,4597112,750075,9
2625371,235273,9000435,14808051,750075,5
750703,94546,3375631,2203357,375076,5
750247,94070,5250424,4500229,375077,6
2626516,329329,7502677,26667907,750390,29
3375451,423320,10875522,34352898,1125082,15
3336,525,6531,20558,1015,51
3209948024,240919740,9322102947,23933648763,1376863925,138555368
963,263,1847,19123,289,24
142,8,295,1563,58,1
133102928,51405485,401542780,846640571,44741989,375010
1125207,102690,3375398,2101375,375074,2
1125219,141010,5250558,2494068,750075,4
2625290,235177,9000433,13046242,750075,4
750777,94531,3375658,2258049,375076,3
750233,94054,5250423,3828162,375077,7
2626453,329262,7502680,35417119,750390,31
3375338,423145,10875523,31480754,1125082,12
3337,320,6531,20536,1015,49
3034048287,230287288,8855337356,24267210786,1332380275,121194041
954,160,1846,20342,289,27
143,9,295,2241,58,1
132101707,51333602,398539205,933209938,44408299,375008
1125206,102774,3375398,2470937,375074,2
1125225,141041,5250556,4718402,750075,11
2625304,235158,9000437,14800801,750075,4
750712,94510,3375632,2254398,375076,3
750247,94083,5250424,4476869,375077,7
2626517,329338,7502677,26663752,750390,29
3375433,423248,10875520,34416378,1125082,9
3337,340,6531,18437,1015,47
3036517488,230236871,8885208638,18586327830,1358960162,76836328
955,172,1846,16189,289,23
145,11,295,1632,58,1
132178846,51362633,398768334,834846209,44433796,375010
1125209,102494,3375398,2162373,375074,2
1125232,141079,5250556,4093496,750075,5
2625380,235228,9000433,13176576,750075,4
750730,94513,3375627,2025676,375076,4
750247,94070,5250424,3788988,375077,6
2626576,329453,7502680,35887721,750390,28
3375594,423416,10875509,31798572,1125082,9
753188,50757,3375402,1291780,375074,7
3338,315,6531,23118,1015,56
3052987149,230426093,8910083621,24517000130,1367224684,92502759
957,174,1846,13577,289,27
143,13,295,2040,58,1
132179810,51365434,398772575,935566109,44434152,375007
1125209,103656,3375398,2344093,375074,2
1125219,141050,5250557,4321606,750075,6
2625324,235191,9000436,15054196,750075,5
750698,94506,3375632,2487112,375076,2
750247,94087,5250425,4486220,375077,6
2626516,329352,7504140,24207875,750390,30
3375389,423217,10875521,34573193,1125082,15
3342,354,6531,18974,1015,47
3068539820,229705334,8931410915,19448237053,1374892855,86970078
955,174,1846,16399,289,25
142,10,295,1606,58,1
132103124,51332845,398539065,835210982,44408238,375009
1125208,103065,3375398,2040145,375074,2
1125244,141079,5250557,3737015,750075,7
2625365,235204,9000429,13224654,750075,4
750728,94573,3375620,2014490,375076,3
750247,94071,5250425,3800495,375077,7
2626596,329484,7502680,35629425,750390,36
3375489,423314,10875524,31862766,1125082,12
753191,51077,3376135,2238990,375074,3
11054,1006,23375,69797,3921,231
3272990056,239847375,9443271949,27244731138,1429866679,87696174
956,194,1845,11146,289,24
143,12,295,1897,58,1
133361118,51510007,402312323,943947432,44827437,375009
1125209,103930,3375398,2278415,375074,2
1125215,140995,5250556,3005072,750075,7
2625333,235170,9000439,15217412,750075,5
750835,94575,3375787,2561427,375094,4
750249,94080,5250430,4593591,375078,6
2626517,329421,7502677,26550810,750390,27
3380859,423477,10888476,34720600,1126991,343
74239,2881,164481,270920,26135,1192
